Classes	film	nature	music	athletics	video_game	economics	war	infrastructure_transport	politics	populated_areas	architecture
gill	0.00163	0.99164	0.00063	0.00220	0.00027	0.00204	0.00154	0.00476	0.00148	0.00007	0.01065
gilles	0.00736	0.01786	0.09346	0.00592	0.00658	0.16171	0.01275	0.01601	0.16632	0.00068	0.02820
gillespie	0.00297	0.31336	0.10652	0.00500	0.00155	0.02801	0.01042	0.00953	0.06069	0.00067	0.03625
gin	0.00082	0.00847	0.00287	0.00151	0.00158	0.01349	0.00356	0.93412	0.00114	0.00023	0.01268
gina	0.00382	0.14114	0.02732	0.00841	0.00324	0.02333	0.13573	0.00248	0.29131	0.00156	0.01991
ginger	0.00207	0.99080	0.00069	0.00225	0.00024	0.00175	0.00123	0.00702	0.00086	0.00007	0.00748
gion	0.00327	0.02261	0.01253	0.00354	0.00145	0.02136	0.32683	0.00099	0.44892	0.00078	0.01040
giorgio	0.00654	0.03171	0.06889	0.00499	0.00538	0.14703	0.01357	0.01125	0.17736	0.00087	0.07186
giovanni	0.00652	0.04294	0.11035	0.00500	0.00224	0.05819	0.02543	0.06301	0.03519	0.00105	0.09208
girl	0.02331	0.32855	0.04129	0.00195	0.00113	0.00733	0.03831	0.01019	0.01303	0.00062	0.00647
girlfriend	0.00603	0.54377	0.04793	0.00449	0.00132	0.00405	0.03062	0.00649	0.01588	0.00036	0.00416
girls	0.00358	0.45517	0.01033	0.00685	0.00065	0.01152	0.02502	0.07744	0.00848	0.00073	0.03169
giuseppe	0.00648	0.03863	0.08642	0.00451	0.00453	0.12594	0.02289	0.02153	0.12018	0.00133	0.07454
give	0.00517	0.21100	0.04867	0.00646	0.00290	0.03807	0.02066	0.03066	0.06077	0.00126	0.06060
given	0.00153	0.01825	0.00096	0.00173	0.00299	0.00564	0.00736	0.93381	0.00117	0.00021	0.01128
gives	0.00315	0.85645	0.00100	0.00155	0.00160	0.00578	0.00823	0.07206	0.00295	0.00026	0.02635
giving	0.00603	0.24920	0.05178	0.00465	0.00279	0.05622	0.01413	0.03105	0.06364	0.00113	0.05666
gl	0.00543	0.00744	0.02121	0.00553	0.00522	0.09689	0.01164	0.00098	0.54443	0.00038	0.00856
glacial	0.00123	0.99740	0.00033	0.00091	0.00022	0.00149	0.00075	0.00254	0.00050	0.00008	0.00447
glacier	0.00075	0.99748	0.00034	0.00143	0.00034	0.00181	0.00163	0.00272	0.00103	0.00005	0.00689
glaciers	0.00087	0.99860	0.00029	0.00112	0.00024	0.00140	0.00051	0.00195	0.00037	0.00005	0.00247
glad	0.00306	0.35816	0.10141	0.00373	0.00115	0.01882	0.01412	0.00397	0.06264	0.00054	0.02397
gladstone	0.00294	0.37357	0.04085	0.00440	0.00274	0.05868	0.00983	0.02133	0.05939	0.00129	0.06011
gladys	0.00251	0.29352	0.04708	0.00975	0.00372	0.04030	0.02008	0.01560	0.07298	0.00161	0.06500
glamorgan	0.00220	0.09538	0.11251	0.04883	0.00232	0.06477	0.00945	0.01009	0.07743	0.00081	0.02400
glamour	0.00522	0.84762	0.01265	0.00258	0.00057	0.00616	0.01449	0.00592	0.01181	0.00023	0.01773
glands	0.00078	0.99874	0.00029	0.00123	0.00019	0.00122	0.00054	0.00184	0.00029	0.00005	0.00211
glasgow	0.00399	0.07706	0.06773	0.01209	0.00297	0.06675	0.03540	0.04413	0.08075	0.00114	0.02753
glass	0.00527	0.05737	0.00664	0.00184	0.00144	0.06636	0.01177	0.18249	0.01383	0.00097	0.21682
glasses	0.00589	0.02301	0.00967	0.00186	0.00204	0.05098	0.01931	0.29049	0.02505	0.00074	0.02439
glazed	0.00319	0.00351	0.00065	0.00329	0.00333	0.00296	0.00102	0.05056	0.00052	0.00038	0.91636
glen	0.00234	0.97276	0.00105	0.00306	0.00047	0.00214	0.00176	0.01331	0.00113	0.00013	0.01156
glendale	0.00269	0.01145	0.00825	0.00497	0.00268	0.02509	0.04257	0.00056	0.80103	0.00066	0.00676
glenn	0.00291	0.96082	0.00235	0.00254	0.00057	0.00200	0.00380	0.01489	0.00133	0.00012	0.01096
glider	0.00029	0.00176	0.00061	0.00042	0.00112	0.00292	0.00821	0.98759	0.00009	0.00011	0.00211
glimpse	0.00929	0.54935	0.00083	0.00228	0.00287	0.00669	0.00936	0.27659	0.00342	0.00029	0.01939
global	0.00441	0.00724	0.02202	0.00551	0.01361	0.23521	0.00259	0.00170	0.26345	0.00037	0.01083
globalization	0.00339	0.00241	0.00616	0.00384	0.00458	0.47787	0.00216	0.00119	0.25205	0.00031	0.00282
globally	0.00253	0.00715	0.00719	0.00180	0.00314	0.04199	0.01095	0.00066	0.85047	0.00055	0.01058
globe	0.00564	0.15543	0.10639	0.00551	0.00271	0.07314	0.01475	0.03092	0.06592	0.00112	0.04671
gloria	0.00254	0.64465	0.04145	0.00385	0.00082	0.00543	0.00993	0.01054	0.00789	0.00018	0.01009
glorious	0.00153	0.32315	0.06023	0.00881	0.00093	0.00612	0.03789	0.01359	0.00867	0.00034	0.02303
glory	0.00117	0.41659	0.06805	0.01467	0.00093	0.00406	0.01548	0.00708	0.00898	0.00022	0.01133
glossy	0.00096	0.99799	0.00036	0.00110	0.00019	0.00156	0.00054	0.00249	0.00037	0.00006	0.00352
gloucester	0.00340	0.16087	0.03775	0.00957	0.00332	0.07562	0.02021	0.03900	0.04459	0.00180	0.13863
gloucestershire	0.00550	0.03003	0.04870	0.00502	0.00802	0.34512	0.00999	0.00830	0.18995	0.00065	0.04766
glove	0.00439	0.10680	0.07573	0.00671	0.00331	0.02303	0.06437	0.02193	0.06099	0.00107	0.00918
glover	0.00153	0.44652	0.09717	0.00675	0.00107	0.00740	0.01117	0.00586	0.01698	0.00023	0.01212
gloves	0.00092	0.11423	0.02070	0.07937	0.00295	0.00899	0.00940	0.18473	0.00592	0.00029	0.00728
glow	0.00249	0.98780	0.00068	0.00146	0.00040	0.00212	0.00098	0.01121	0.00066	0.00007	0.00918
glowing	0.00295	0.97909	0.00091	0.00163	0.00042	0.00216	0.00215	0.00790	0.00159	0.00009	0.01009
glucose	0.00104	0.99783	0.00036	0.00132	0.00022	0.00131	0.00101	0.00353	0.00043	0.00004	0.00385
gm	0.00262	0.03030	0.00959	0.00457	0.00164	0.02489	0.23565	0.00116	0.50957	0.00079	0.00988
gmbh	0.00295	0.02554	0.00973	0.00570	0.00217	0.03234	0.15140	0.00090	0.63114	0.00070	0.00949
gmina	0.00214	0.02645	0.00802	0.00318	0.00112	0.01565	0.45370	0.00090	0.38778	0.00079	0.01081
go	0.00315	0.33744	0.04990	0.00745	0.00140	0.00781	0.04020	0.02146	0.01030	0.00061	0.01034
goa	0.00218	0.79230	0.00692	0.00357	0.00082	0.01861	0.00240	0.03412	0.00919	0.00030	0.04724
goal	0.00733	0.02257	0.03854	0.01435	0.01450	0.06383	0.00488	0.00310	0.41195	0.00031	0.00747
goalkeeper	0.00074	0.00708	0.00316	0.96704	0.00100	0.00119	0.00390	0.00055	0.00485	0.00024	0.00068
goals	0.00138	0.01030	0.01352	0.68564	0.00457	0.00811	0.00286	0.00055	0.02428	0.00016	0.00193
goalscorer	0.00062	0.00227	0.00312	0.94563	0.00162	0.00529	0.00090	0.00022	0.00493	0.00030	0.00095
goaltender	0.00335	0.98680	0.00119	0.00470	0.00029	0.00124	0.00166	0.00817	0.00087	0.00004	0.00324
goat	0.00124	0.99685	0.00029	0.00096	0.00020	0.00171	0.00077	0.00517	0.00044	0.00007	0.00493
goats	0.00059	0.99699	0.00031	0.00117	0.00017	0.00222	0.00038	0.00325	0.00048	0.00010	0.00428
god	0.00195	0.84841	0.00907	0.00334	0.00094	0.00655	0.01551	0.01320	0.01062	0.00034	0.02916
goddard	0.00277	0.92440	0.00215	0.00355	0.00070	0.00586	0.00567	0.02360	0.00295	0.00025	0.02856
goddess	0.00210	0.84695	0.00079	0.00260	0.00163	0.00140	0.00214	0.15417	0.00089	0.00020	0.02835
godfather	0.01602	0.05285	0.04509	0.00441	0.00667	0.08212	0.01828	0.00703	0.36743	0.00090	0.01472
godfrey	0.01079	0.09470	0.03544	0.00658	0.00241	0.07601	0.04538	0.00738	0.18731	0.00142	0.03104
gods	0.00461	0.72234	0.00157	0.00158	0.00200	0.00604	0.00615	0.16177	0.00292	0.00023	0.01877
goes	0.00592	0.85974	0.00225	0.00190	0.00095	0.00399	0.00839	0.05929	0.00194	0.00014	0.00769
goethe	0.00933	0.04604	0.09734	0.00288	0.00415	0.12851	0.01073	0.00879	0.18213	0.00091	0.06668
going	0.00248	0.21185	0.01261	0.00897	0.00129	0.01075	0.03125	0.11198	0.01226	0.00042	0.01119
gold	0.00206	0.50690	0.04079	0.00576	0.00081	0.02819	0.00857	0.03627	0.01571	0.00032	0.02126
goldberg	0.01637	0.02405	0.04383	0.00348	0.00653	0.13049	0.01090	0.00481	0.45430	0.00087	0.01776
golden	0.00296	0.80277	0.00750	0.00429	0.00068	0.00609	0.00842	0.05088	0.00283	0.00023	0.00636
goldman	0.00901	0.01486	0.05859	0.00282	0.00814	0.15996	0.00484	0.00275	0.42012	0.00074	0.02267
goldsmith	0.01281	0.01311	0.02464	0.00277	0.00634	0.24130	0.00779	0.00322	0.38758	0.00068	0.01513
golf	0.00058	0.01521	0.00207	0.01621	0.00163	0.01458	0.00520	0.89565	0.00115	0.00014	0.00607
golfer	0.00134	0.03464	0.01038	0.75793	0.00388	0.00287	0.00515	0.00079	0.00892	0.00023	0.00321
gomez	0.00292	0.74151	0.03452	0.00283	0.00053	0.00657	0.00640	0.00783	0.01173	0.00017	0.01272
gone	0.00269	0.88585	0.00670	0.00286	0.00048	0.00522	0.00374	0.02448	0.00280	0.00013	0.01270
gong	0.01476	0.03849	0.06350	0.00310	0.00448	0.11529	0.00910	0.00579	0.32229	0.00106	0.03117
gonna	0.01585	0.01936	0.50888	0.00139	0.00143	0.02659	0.00470	0.00075	0.06180	0.00056	0.00762
gonz	0.00344	0.00583	0.01012	0.00508	0.00230	0.03998	0.04766	0.00043	0.74688	0.00056	0.00657
gonzalez	0.00698	0.03969	0.08025	0.00335	0.00752	0.12720	0.00535	0.00741	0.23710	0.00071	0.06743
good	0.00440	0.35821	0.06023	0.00391	0.00158	0.02388	0.01828	0.01273	0.04537	0.00087	0.03938
goodbye	0.01432	0.03163	0.38094	0.00170	0.00158	0.02634	0.00811	0.00110	0.17122	0.00068	0.00445
goodman	0.00740	0.08693	0.10243	0.00367	0.00370	0.10650	0.01577	0.01985	0.11587	0.00128	0.05115
goods	0.00202	0.01961	0.00435	0.00186	0.00214	0.33525	0.00951	0.29772	0.02630	0.00058	0.01080
goodwill	0.00456	0.00791	0.05639	0.00516	0.01429	0.20372	0.00285	0.00171	0.23897	0.00043	0.01552
goodwin	0.00223	0.80296	0.01776	0.00338	0.00095	0.01452	0.00745	0.01871	0.00983	0.00029	0.02554
google	0.00536	0.02062	0.04625	0.00335	0.01760	0.24489	0.00513	0.00573	0.23129	0.00065	0.04684
goose	0.00230	0.98219	0.00069	0.00179	0.00043	0.00332	0.00114	0.01628	0.00101	0.00010	0.01084
gordon	0.00578	0.04964	0.07769	0.00419	0.00422	0.08007	0.04289	0.03130	0.10459	0.00141	0.03174
gore	0.00596	0.19517	0.07819	0.00531	0.00278	0.06164	0.01416	0.02653	0.07427	0.00122	0.04235
gorge	0.00120	0.99700	0.00030	0.00083	0.00032	0.00148	0.00086	0.00583	0.00040	0.00005	0.00524
gorgeous	0.00303	0.98687	0.00065	0.00172	0.00035	0.00141	0.00152	0.01001	0.00081	0.00007	0.00686
gospel	0.00781	0.03054	0.52543	0.00148	0.00146	0.03307	0.00391	0.00230	0.06734	0.00099	0.01431
gospels	0.00473	0.75542	0.00516	0.00189	0.00037	0.00254	0.02161	0.00599	0.00340	0.00025	0.07426
gossip	0.19955	0.03348	0.01458	0.00092	0.00122	0.02965	0.02840	0.00346	0.11314	0.00119	0.00807
got	0.01558	0.02626	0.04365	0.00347	0.00441	0.12069	0.01106	0.00518	0.48428	0.00095	0.01454
gothenburg	0.00538	0.01213	0.04683	0.00474	0.01480	0.18078	0.00423	0.00231	0.35522	0.00059	0.02024
gothic	0.00383	0.00232	0.00079	0.00249	0.00630	0.00143	0.00109	0.01241	0.00050	0.00028	0.96266
gotta	0.00650	0.03723	0.23040	0.00200	0.00132	0.04024	0.00724	0.00089	0.22359	0.00071	0.00851
gotten	0.00224	0.91152	0.00362	0.00341	0.00068	0.00950	0.00454	0.01863	0.00636	0.00021	0.02941
gottfried	0.00857	0.01583	0.02536	0.00298	0.00866	0.14712	0.00690	0.00245	0.49285	0.00070	0.02940
gould	0.00318	0.93934	0.00192	0.00300	0.00065	0.00427	0.00645	0.01715	0.00248	0.00020	0.01974
gov	0.00416	0.00411	0.00549	0.00053	0.00232	0.03844	0.00323	0.00061	0.89016	0.00051	0.01089
govern	0.00520	0.00515	0.00559	0.00066	0.00177	0.03959	0.00328	0.00064	0.91065	0.00041	0.00620
governance	0.00371	0.00472	0.00498	0.00118	0.00344	0.09814	0.00199	0.00058	0.86852	0.00037	0.00580
governed	0.00370	0.00806	0.01766	0.00391	0.01164	0.12270	0.00290	0.00135	0.52420	0.00045	0.01510
governing	0.00401	0.00774	0.01065	0.00202	0.00471	0.08967	0.00190	0.00103	0.72504	0.00038	0.00962
government	0.00468	0.00357	0.00386	0.00058	0.00164	0.04981	0.00346	0.00067	0.91273	0.00040	0.00645
governmental	0.00489	0.00326	0.00433	0.00085	0.00222	0.10286	0.00287	0.00056	0.87312	0.00033	0.00614
governments	0.00480	0.00365	0.00369	0.00075	0.00224	0.11787	0.00241	0.00072	0.88546	0.00032	0.00503
governor	0.00363	0.00388	0.00287	0.00045	0.00140	0.01392	0.00522	0.00041	0.94814	0.00034	0.00708
governorate	0.00232	0.00351	0.00412	0.00045	0.00151	0.02785	0.00389	0.00028	0.92501	0.00070	0.00777
governors	0.00484	0.00695	0.01044	0.00143	0.00297	0.09489	0.00308	0.00120	0.72785	0.00057	0.01292
governorship	0.00183	0.00358	0.00214	0.00041	0.00086	0.01429	0.00235	0.00018	0.96755	0.00045	0.00542
govt	0.00329	0.00436	0.01470	0.00727	0.01269	0.14304	0.00369	0.00093	0.36950	0.00030	0.01034
gp	0.00519	0.02304	0.01692	0.00517	0.00171	0.02934	0.17080	0.00106	0.49837	0.00073	0.00932
gps	0.00126	0.00744	0.00092	0.00059	0.00528	0.00586	0.00694	0.96269	0.00071	0.00016	0.00341
gr	0.00499	0.00452	0.01396	0.00259	0.01217	0.25532	0.00332	0.00190	0.24773	0.00031	0.01060
grab	0.00308	0.93815	0.00148	0.00286	0.00098	0.00651	0.00459	0.01817	0.00451	0.00017	0.02549
grabbed	0.00114	0.92417	0.00614	0.00751	0.00037	0.00631	0.00538	0.00308	0.01974	0.00022	0.01716
grabs	0.00167	0.98681	0.00070	0.00242	0.00031	0.00146	0.00228	0.00596	0.00190	0.00009	0.01051
grace	0.00189	0.80291	0.00877	0.00525	0.00085	0.00735	0.01298	0.01963	0.00857	0.00041	0.03938
grade	0.00419	0.00598	0.00083	0.00863	0.00481	0.00276	0.00290	0.02761	0.00144	0.00040	0.81460
graded	0.00150	0.10571	0.00280	0.01228	0.00135	0.00391	0.00566	0.70967	0.00200	0.00021	0.01634
grades	0.00092	0.02258	0.00129	0.00297	0.00099	0.00266	0.00222	0.94204	0.00070	0.00023	0.02934
gradient	0.00123	0.99770	0.00029	0.00111	0.00026	0.00149	0.00101	0.00433	0.00048	0.00004	0.00409
grading	0.00121	0.02571	0.00086	0.00186	0.00197	0.00476	0.00324	0.95072	0.00083	0.00018	0.01815
gradual	0.00426	0.89370	0.00156	0.00159	0.00050	0.00647	0.00344	0.01649	0.00411	0.00024	0.03414
gradually	0.00756	0.05533	0.02982	0.00187	0.00332	0.07946	0.00997	0.00280	0.33063	0.00146	0.11620
graduate	0.00539	0.02362	0.04124	0.00524	0.01471	0.28676	0.00887	0.00580	0.20202	0.00069	0.04786
graduated	0.00389	0.01633	0.02550	0.00843	0.00712	0.34660	0.01468	0.00250	0.17131	0.00053	0.02256
graduates	0.00603	0.02617	0.05283	0.00253	0.00502	0.34294	0.00609	0.00622	0.13531	0.00090	0.07349
graduating	0.00697	0.02620	0.02284	0.00615	0.00551	0.30982	0.02225	0.00394	0.19824	0.00077	0.04091
graduation	0.00685	0.03569	0.01831	0.00470	0.00370	0.18835	0.02120	0.00506	0.21611	0.00108	0.08389
graeme	0.00195	0.44955	0.12893	0.00764	0.00129	0.00926	0.01116	0.00693	0.01718	0.00025	0.00900
graf	0.00413	0.03375	0.10854	0.00449	0.00467	0.07428	0.02294	0.02027	0.14644	0.00107	0.03998
graffiti	0.00372	0.01575	0.00430	0.00333	0.00186	0.01108	0.02000	0.69947	0.00533	0.00063	0.01361
graham	0.00289	0.32770	0.13221	0.00424	0.00135	0.01768	0.01332	0.01104	0.03083	0.00055	0.02051
grain	0.00608	0.02645	0.01704	0.00107	0.00220	0.40963	0.00669	0.01142	0.08654	0.00104	0.11960
grains	0.00106	0.99133	0.00041	0.00183	0.00027	0.00209	0.00494	0.00312	0.00246	0.00004	0.01379
gram	0.00187	0.01069	0.00536	0.00427	0.00161	0.01839	0.06083	0.00037	0.80428	0.00067	0.00717
grammar	0.00578	0.01966	0.01090	0.00210	0.00162	0.09513	0.01722	0.00411	0.05682	0.00107	0.51760
grammatical	0.10058	0.00461	0.00058	0.00122	0.01098	0.00112	0.00171	0.02409	0.00053	0.00036	0.24441
grammy	0.02520	0.00916	0.46681	0.00184	0.00197	0.03411	0.00361	0.00041	0.08581	0.00082	0.00393
grams	0.00093	0.99675	0.00026	0.00102	0.00013	0.00157	0.00063	0.00365	0.00042	0.00008	0.00396
gran	0.00972	0.11690	0.06573	0.00684	0.00133	0.03286	0.01730	0.05087	0.01619	0.00119	0.10167
granada	0.01109	0.57932	0.01156	0.00254	0.00054	0.03108	0.01159	0.02838	0.01003	0.00084	0.06482
grand	0.00340	0.03659	0.07593	0.00722	0.00214	0.03103	0.03054	0.09938	0.02830	0.00070	0.03301
grandchildren	0.00476	0.01521	0.02099	0.00544	0.01182	0.12334	0.00528	0.00237	0.54359	0.00051	0.01496
granddaughter	0.00479	0.02618	0.02836	0.00628	0.01600	0.14726	0.01324	0.00644	0.33264	0.00063	0.05240
grande	0.00324	0.85718	0.00180	0.00184	0.00096	0.00880	0.00373	0.05892	0.00228	0.00028	0.03743
grandfather	0.00642	0.02920	0.02382	0.00524	0.00819	0.17098	0.02406	0.00583	0.36346	0.00080	0.02988
grandmother	0.00509	0.09053	0.06649	0.00378	0.00422	0.06407	0.03060	0.01829	0.12769	0.00179	0.05686
grandparents	0.00508	0.09516	0.02429	0.00381	0.00457	0.10277	0.01627	0.00427	0.16754	0.00211	0.17316
grandson	0.00532	0.01236	0.02286	0.00410	0.00742	0.19605	0.01065	0.00339	0.35622	0.00051	0.03316
grange	0.00710	0.01544	0.00290	0.00472	0.00164	0.02202	0.01334	0.38237	0.00728	0.00066	0.11015
granite	0.00806	0.00715	0.00047	0.00287	0.00230	0.00425	0.00168	0.03824	0.00055	0.00043	0.86293
grant	0.00873	0.05636	0.03847	0.00357	0.00203	0.08035	0.01574	0.05007	0.03793	0.00157	0.14960
granted	0.00651	0.01409	0.01554	0.00329	0.00373	0.23522	0.01022	0.01138	0.15507	0.00059	0.11493
granting	0.00754	0.00843	0.01462	0.00217	0.00553	0.21782	0.00497	0.00259	0.48913	0.00047	0.01343
grants	0.00735	0.03096	0.02013	0.00218	0.00496	0.29911	0.00621	0.00482	0.21508	0.00082	0.07375
grape	0.00071	0.99831	0.00038	0.00099	0.00018	0.00206	0.00052	0.00185	0.00039	0.00004	0.00348
grapes	0.00144	0.98781	0.00046	0.00124	0.00023	0.00698	0.00055	0.00723	0.00106	0.00009	0.02493
graph	0.00829	0.81324	0.00086	0.00344	0.00177	0.00281	0.00537	0.19949	0.00128	0.00015	0.00860
graphic	0.00627	0.01625	0.04661	0.00463	0.00846	0.07427	0.03553	0.06086	0.08033	0.00094	0.00855
graphical	0.00492	0.00082	0.00111	0.00082	0.96077	0.00309	0.00037	0.00093	0.00137	0.00012	0.00430
graphics	0.00422	0.00060	0.00101	0.00079	0.96086	0.00469	0.00039	0.00096	0.00128	0.00010	0.00302
grasp	0.00423	0.36886	0.01930	0.00485	0.00478	0.03871	0.01911	0.00929	0.18790	0.00143	0.04819
grass	0.00119	0.99740	0.00032	0.00139	0.00022	0.00121	0.00075	0.00416	0.00044	0.00008	0.00474
grasses	0.00084	0.99907	0.00026	0.00107	0.00017	0.00078	0.00054	0.00191	0.00025	0.00006	0.00184
grassland	0.00090	0.99826	0.00022	0.00089	0.00021	0.00113	0.00078	0.00367	0.00036	0.00006	0.00335
grasslands	0.00072	0.99896	0.00026	0.00098	0.00017	0.00107	0.00058	0.00201	0.00028	0.00005	0.00185
grassroots	0.00467	0.00973	0.01497	0.00252	0.00752	0.09744	0.00237	0.00115	0.68237	0.00039	0.01130
grassy	0.00095	0.99778	0.00025	0.00112	0.00017	0.00095	0.00078	0.00368	0.00036	0.00007	0.00387
grateful	0.00298	0.35497	0.09179	0.00379	0.00124	0.01811	0.02132	0.00960	0.03569	0.00062	0.02107
gratitude	0.00514	0.04685	0.06240	0.00462	0.00480	0.11934	0.02107	0.01891	0.16382	0.00147	0.06294
grave	0.00322	0.27603	0.00095	0.00168	0.00132	0.00646	0.01359	0.22489	0.00326	0.00046	0.17045
gravel	0.00163	0.96569	0.00080	0.00166	0.00043	0.00267	0.00079	0.03422	0.00070	0.00009	0.01564
graves	0.00368	0.06619	0.00121	0.00135	0.00114	0.00775	0.01454	0.34136	0.00272	0.00041	0.22038
graveyard	0.00612	0.00434	0.00053	0.00267	0.00861	0.00209	0.00194	0.02893	0.00088	0.00035	0.83791
gravitational	0.00112	0.99302	0.00048	0.00183	0.00029	0.00212	0.00201	0.00473	0.00147	0.00005	0.01144
gravity	0.00416	0.92027	0.00067	0.00193	0.00130	0.00243	0.00529	0.08644	0.00124	0.00010	0.00890
gray	0.00273	0.96752	0.00120	0.00300	0.00055	0.00317	0.00297	0.01643	0.00157	0.00015	0.01265
grazing	0.00196	0.99135	0.00024	0.00112	0.00024	0.00227	0.00117	0.00581	0.00105	0.00009	0.00983
great	0.00487	0.07515	0.07237	0.00538	0.00222	0.07052	0.02872	0.06807	0.04499	0.00121	0.07483
greater	0.00263	0.88183	0.00187	0.00366	0.00095	0.01265	0.00485	0.03278	0.00548	0.00037	0.04263
greatest	0.00227	0.87398	0.00656	0.00650	0.00055	0.00701	0.00551	0.03275	0.00328	0.00023	0.01321
greatly	0.00473	0.03095	0.02126	0.00374	0.00534	0.14841	0.02403	0.00852	0.16140	0.00119	0.11125
greco	0.00525	0.02893	0.02689	0.00372	0.00178	0.08625	0.06409	0.04271	0.07458	0.00120	0.03771
greece	0.00762	0.03100	0.04336	0.00207	0.00442	0.23702	0.00629	0.00514	0.22309	0.00085	0.07257
greed	0.01844	0.02305	0.04413	0.00309	0.00709	0.09234	0.00732	0.00363	0.56655	0.00065	0.01093
greek	0.00509	0.23821	0.02363	0.00795	0.00347	0.06005	0.02769	0.02942	0.07284	0.00258	0.13286
greeks	0.00656	0.01475	0.01325	0.00131	0.00381	0.10105	0.00521	0.00254	0.71399	0.00076	0.01405
green	0.00228	0.97367	0.00097	0.00324	0.00043	0.00254	0.00207	0.01516	0.00143	0.00014	0.01234
greene	0.00230	0.86873	0.00413	0.00400	0.00066	0.00878	0.00867	0.02223	0.00471	0.00040	0.03521
greenhouse	0.00248	0.55029	0.00074	0.00444	0.00075	0.00302	0.00325	0.23767	0.00147	0.00048	0.14938
greenish	0.00121	0.99886	0.00028	0.00100	0.00019	0.00063	0.00050	0.00151	0.00022	0.00006	0.00168
greenland	0.00305	0.95930	0.00127	0.00160	0.00054	0.00837	0.00158	0.01188	0.00359	0.00016	0.02872
greens	0.00508	0.02808	0.01159	0.00193	0.00461	0.04167	0.00132	0.00105	0.85258	0.00031	0.00863
greenville	0.00074	0.93455	0.01000	0.00533	0.00048	0.00627	0.01976	0.00174	0.02972	0.00023	0.02032
greenwich	0.00407	0.16260	0.04262	0.00636	0.00225	0.07808	0.01540	0.03659	0.03059	0.00196	0.17831
greenwood	0.00197	0.22499	0.06652	0.01337	0.00170	0.02709	0.01535	0.03497	0.03315	0.00071	0.03819
greeted	0.00217	0.72248	0.02297	0.00439	0.00035	0.00874	0.01698	0.01134	0.00681	0.00020	0.01266
greeting	0.00630	0.88540	0.00405	0.00193	0.00060	0.00613	0.00914	0.01941	0.00231	0.00024	0.02018
greg	0.00199	0.48808	0.10306	0.00471	0.00138	0.00665	0.01033	0.00475	0.02936	0.00026	0.01038
gregg	0.00105	0.90040	0.00950	0.00593	0.00086	0.00626	0.02949	0.00248	0.05056	0.00041	0.01643
gregorian	0.00531	0.02029	0.13644	0.00230	0.00504	0.08516	0.00334	0.00251	0.26495	0.00065	0.04997
gregory	0.00110	0.28896	0.00162	0.00430	0.00137	0.00582	0.00438	0.31321	0.00300	0.00051	0.09887
grenade	0.00290	0.01367	0.01890	0.00182	0.00139	0.01096	0.51150	0.01083	0.04966	0.00060	0.00713
grenades	0.00411	0.03700	0.01571	0.00258	0.00428	0.02454	0.14021	0.00725	0.20415	0.00079	0.00995
grew	0.00339	0.01179	0.02992	0.00359	0.00631	0.56464	0.00714	0.00225	0.11705	0.00093	0.01635
grey	0.00758	0.86967	0.00157	0.00164	0.00072	0.00495	0.00795	0.04823	0.00198	0.00016	0.01178
greyish	0.00061	0.99893	0.00026	0.00091	0.00010	0.00102	0.00040	0.00124	0.00025	0.00006	0.00147
grid	0.00157	0.00999	0.00067	0.00102	0.00235	0.00395	0.00309	0.97480	0.00053	0.00019	0.01769
gridcolor	0.00188	0.03374	0.00993	0.01413	0.00160	0.01673	0.25301	0.00132	0.30870	0.00058	0.02468
grief	0.01190	0.11374	0.02646	0.00257	0.00398	0.07499	0.01635	0.00636	0.35737	0.00099	0.03431
grievances	0.00615	0.00702	0.00640	0.00061	0.00216	0.03370	0.00354	0.00054	0.90985	0.00043	0.00695
griffin	0.00164	0.82623	0.00675	0.00661	0.00059	0.00752	0.01555	0.02492	0.00448	0.00039	0.02812
griffith	0.00333	0.26541	0.07965	0.00787	0.00166	0.02783	0.02605	0.02095	0.03294	0.00088	0.02644
griffiths	0.00657	0.02327	0.04836	0.00635	0.01215	0.24547	0.01165	0.00675	0.26456	0.00056	0.03077
grill	0.00372	0.05599	0.01356	0.00246	0.00096	0.07510	0.00436	0.28632	0.01490	0.00083	0.12894
grim	0.01076	0.13786	0.03038	0.00415	0.00464	0.06330	0.02559	0.00869	0.25266	0.00137	0.03312
grinding	0.01170	0.04188	0.01906	0.00098	0.00318	0.15038	0.00784	0.01954	0.07508	0.00108	0.16379
grip	0.00870	0.02733	0.03674	0.00395	0.00961	0.16185	0.01258	0.00787	0.35310	0.00062	0.02857
gro	0.00228	0.25722	0.03000	0.00816	0.00172	0.01894	0.09997	0.01314	0.05888	0.00111	0.02021
grocery	0.00205	0.00116	0.00178	0.00139	0.00451	0.90774	0.00109	0.00145	0.02622	0.00041	0.00324
groom	0.00346	0.48715	0.00127	0.00215	0.00121	0.00965	0.01031	0.15222	0.00396	0.00051	0.12933
groove	0.00351	0.19069	0.05623	0.00415	0.00188	0.04113	0.03199	0.00054	0.28569	0.00117	0.01167
